,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,lat,long
6771,408000.0,3,2.5,1470,1204,3.0,0.0,0.0,3,8,98117,47.6998,-122.366
6772,1260000.0,4,2.5,3510,13100,2.0,0.0,0.0,4,10,98040,47.5306,-122.227
6773,310000.0,1,0.75,520,2885,1.0,0.0,0.0,4,6,98117,47.6886,-122.37799999999999
6774,292000.0,3,2.5,1950,7421,2.0,0.0,0.0,3,8,98038,47.3842,-122.036
6775,217000.0,2,1.0,770,9715,1.0,0.0,0.0,4,6,98168,47.4924,-122.31200000000001
6776,398500.0,4,2.5,2250,6064,2.0,0.0,0.0,3,8,98056,47.4956,-122.17399999999999
6777,2250000.0,3,3.0,4040,7200,1.5,0.0,2.0,4,9,98112,47.6288,-122.28399999999999
6779,585000.0,4,2.5,2330,45860,2.0,0.0,0.0,3,9,98075,47.5842,-121.992
6780,399950.0,3,1.0,1720,8910,1.0,0.0,0.0,4,7,98155,47.7736,-122.296
6782,212000.0,3,1.0,1040,6800,1.0,0.0,0.0,5,6,98178,47.492,-122.22399999999999
6783,310000.0,3,2.0,2070,9195,1.0,0.0,0.0,3,8,98074,47.6491,-122.061
6784,539000.0,3,2.0,2070,9195,1.0,0.0,0.0,3,8,98074,47.6491,-122.061
6785,390000.0,3,3.0,1550,1608,2.0,0.0,0.0,3,8,98122,47.6042,-122.303
6786,560000.0,3,2.5,2020,11935,1.0,0.0,0.0,4,9,98052,47.632,-122.09200000000001
6787,800000.0,5,2.5,3320,9024,2.0,0.0,0.0,3,9,98075,47.5865,-122.056
6788,1900000.0,4,3.25,4130,112521,2.0,0.0,0.0,3,11,98005,47.6392,-122.165
6790,502550.0,3,1.75,1770,7875,1.0,0.0,0.0,4,7,98008,47.606,-122.125
6791,830000.0,4,3.25,3330,7809,2.0,0.0,0.0,3,9,98075,47.5977,-121.976
6792,224950.0,4,2.5,2260,9686,1.0,0.0,0.0,4,7,98002,47.286,-122.21799999999999
6793,375000.0,3,2.5,1950,6871,2.0,0.0,0.0,3,8,98155,47.7603,-122.307
6794,645000.0,3,2.5,2930,19900,1.5,0.0,0.0,3,9,98077,47.7234,-122.066
6795,599000.0,3,2.75,1960,2500,1.5,0.0,0.0,5,7,98103,47.6744,-122.353
6796,515000.0,4,2.5,2980,12534,2.0,0.0,0.0,3,9,98031,47.3999,-122.211
6797,135000.0,2,1.0,780,6685,1.0,0.0,0.0,4,5,98002,47.305,-122.215
6798,485000.0,3,2.5,1650,4218,2.0,0.0,0.0,3,8,98075,47.5998,-122.016
6799,890000.0,3,3.25,4030,12765,2.0,0.0,0.0,4,9,98005,47.6331,-122.166
6800,215000.0,3,1.0,1010,10125,1.0,0.0,0.0,4,7,98042,47.3423,-122.088
6801,299500.0,3,1.0,1190,9600,1.0,0.0,0.0,3,7,98045,47.4805,-121.762
6802,800000.0,2,1.0,1050,8750,1.0,0.0,0.0,4,7,98004,47.6294,-122.215
6803,275000.0,3,2.5,1560,4244,2.0,0.0,0.0,3,7,98038,47.3834,-122.027
6804,256400.0,3,1.5,1490,7800,1.0,0.0,0.0,3,7,98003,47.3431,-122.304
6805,310000.0,2,1.0,770,8149,1.0,0.0,0.0,4,6,98155,47.7439,-122.301
6806,385000.0,1,1.0,620,5100,1.0,0.0,0.0,3,6,98144,47.5699,-122.287
6808,285000.0,4,2.0,2120,6865,1.0,0.0,0.0,3,7,98133,47.7775,-122.337
6809,473975.0,3,2.5,2330,3610,2.0,0.0,0.0,3,8,98074,47.6022,-122.021
6810,320000.0,3,1.75,2000,9760,1.0,0.0,0.0,4,8,98058,47.4417,-122.134
6811,599000.0,5,2.75,2820,4608,1.0,0.0,0.0,3,7,98117,47.6886,-122.361
6812,580000.0,3,2.0,2040,4800,1.0,0.0,0.0,4,7,98126,47.5561,-122.37700000000001
6813,269500.0,4,2.25,1700,7056,2.0,0.0,0.0,3,7,98001,47.3385,-122.262
6814,274000.0,2,1.0,820,6200,1.0,0.0,0.0,4,6,98166,47.4163,-122.34
6815,347000.0,2,1.75,1315,2162,2.0,0.0,0.0,4,8,98028,47.751999999999995,-122.25299999999999
6816,270000.0,3,1.75,1390,10905,1.0,0.0,0.0,3,6,98106,47.5517,-122.36
6817,1430000.0,3,2.0,1890,12017,1.0,0.0,2.0,3,8,98004,47.6203,-122.21
6818,220000.0,3,1.75,1460,7226,1.0,0.0,0.0,3,7,98198,47.3839,-122.321
6819,243000.0,3,1.0,1480,15416,1.0,0.0,2.0,4,8,98022,47.2142,-121.98700000000001
6820,457500.0,3,1.75,1840,4030,1.0,0.0,0.0,5,7,98108,47.5549,-122.311
6821,340000.0,2,1.75,1880,7208,1.0,0.0,0.0,3,7,98115,47.6946,-122.32799999999999
6822,657500.0,4,1.5,1910,5000,1.5,0.0,0.0,3,7,98105,47.6597,-122.29
6823,332500.0,4,2.5,2220,4720,2.0,0.0,0.0,3,7,98038,47.3541,-122.024
6824,340000.0,3,2.0,1410,10015,1.0,0.0,3.0,3,6,98045,47.4948,-121.77600000000001
6825,350000.0,4,3.0,3380,16133,1.0,0.0,1.0,3,8,98118,47.5501,-122.26100000000001
6826,428000.0,4,2.5,1950,5602,1.0,0.0,0.0,5,7,98118,47.5437,-122.291
6827,515055.0,4,2.5,2400,8320,2.0,0.0,0.0,3,8,98045,47.4808,-121.781
6828,450000.0,3,1.75,1560,8968,1.0,0.0,0.0,4,8,98008,47.6243,-122.1
6829,190000.0,3,1.0,1040,8910,1.0,0.0,0.0,3,6,98168,47.5024,-122.32
6830,1000000.0,4,2.75,3090,16538,3.0,0.0,0.0,4,8,98116,47.5803,-122.40299999999999
6831,299000.0,3,2.5,1850,4600,2.0,0.0,0.0,3,7,98058,47.4661,-122.145
6833,294000.0,4,2.25,2190,3746,2.0,0.0,0.0,3,8,98038,47.3896,-122.03399999999999
6834,320000.0,2,1.0,1380,5820,1.0,0.0,0.0,3,7,98117,47.6875,-122.39200000000001
6835,641000.0,5,2.75,3710,8674,2.0,0.0,0.0,3,9,98056,47.513999999999996,-122.176
6836,675000.0,3,2.5,2320,98445,1.0,0.0,0.0,4,8,98072,47.7323,-122.116
6837,255000.0,3,1.5,1110,10296,1.0,0.0,0.0,5,7,98042,47.422,-122.15299999999999
6838,286651.0,3,2.5,1830,4997,2.0,0.0,0.0,3,7,98001,47.3035,-122.28299999999999
6839,607500.0,4,2.5,2460,45738,1.0,0.0,0.0,4,8,98075,47.5952,-122.056
6840,765000.0,3,1.0,1270,6500,1.0,0.0,0.0,4,7,98033,47.6874,-122.214
6841,334950.0,4,1.75,1700,40973,1.0,0.0,0.0,3,8,98031,47.3439,-122.198
6842,426000.0,3,1.0,1130,9147,1.0,0.0,0.0,5,7,98033,47.7006,-122.197
6843,775000.0,3,1.75,1640,18730,1.5,0.0,0.0,4,7,98004,47.5975,-122.196
6844,343000.0,2,1.5,1040,8526,1.0,0.0,0.0,5,6,98155,47.7349,-122.295
6845,470101.0,4,2.5,2320,7800,2.0,0.0,0.0,3,8,98028,47.7738,-122.266
6847,772500.0,4,1.0,1720,4410,1.5,0.0,2.0,3,7,98117,47.6791,-122.402
6849,1440000.0,4,3.75,4410,9231,3.0,0.0,3.0,3,11,98118,47.5427,-122.265
6850,525000.0,4,1.75,1650,8560,1.0,0.0,0.0,3,8,98052,47.6652,-122.146
6851,280000.0,3,1.5,1370,11400,2.0,0.0,0.0,3,7,98045,47.4477,-121.77
6852,270000.0,3,2.5,1770,8640,1.0,0.0,0.0,3,7,98001,47.326,-122.273
6853,406100.0,3,2.25,1410,1332,3.0,0.0,0.0,3,8,98103,47.6916,-122.34
6854,332544.0,2,1.75,1710,4187,1.0,0.0,0.0,3,7,98055,47.4732,-122.18799999999999
6855,110000.0,2,1.0,790,8250,1.0,0.0,0.0,3,6,98188,47.4523,-122.286
6856,685000.0,6,2.25,2770,5854,1.5,0.0,0.0,3,8,98112,47.6466,-122.304
6857,461000.0,4,1.0,1260,8505,1.5,0.0,0.0,5,7,98177,47.7181,-122.37100000000001
6858,615000.0,3,2.25,2300,8067,1.0,0.0,0.0,4,8,98034,47.7091,-122.198
6859,550000.0,2,1.0,1070,3000,1.0,0.0,0.0,4,7,98103,47.6828,-122.353
6860,1060000.0,4,3.5,3850,8100,2.0,0.0,1.0,3,11,98033,47.6855,-122.19
6861,685000.0,3,2.5,2320,219978,2.0,0.0,0.0,4,8,98053,47.6847,-122.064
6862,1560000.0,5,2.5,2870,16238,2.0,0.0,0.0,4,8,98039,47.6308,-122.238
6863,312000.0,4,2.5,1830,5175,2.0,0.0,0.0,3,7,98038,47.3565,-122.016
6864,507500.0,3,1.75,1990,9594,1.0,0.0,0.0,3,8,98052,47.6617,-122.137
6865,217000.0,3,1.0,1110,9827,1.0,0.0,0.0,3,7,98198,47.369,-122.311
6866,439000.0,3,2.25,1830,13477,1.0,0.0,3.0,4,7,98034,47.7243,-122.21
6867,620000.0,6,3.5,3600,6875,2.0,0.0,0.0,3,8,98065,47.5401,-121.87899999999999
6868,915000.0,4,2.5,3210,8532,2.0,0.0,0.0,3,10,98007,47.625,-122.14399999999999
6869,425000.0,4,2.0,1490,5300,1.0,0.0,0.0,3,7,98144,47.5949,-122.296
6870,435000.0,2,1.0,990,5643,1.0,0.0,0.0,3,7,98115,47.6802,-122.29799999999999
6872,276000.0,2,1.0,720,4000,1.0,0.0,0.0,3,6,98106,47.5346,-122.353
6873,327500.0,3,2.25,2310,7200,2.0,0.0,0.0,3,8,98031,47.4051,-122.193
6875,715000.0,3,3.25,3060,9055,2.0,0.0,0.0,3,10,98052,47.6971,-122.101
6876,272000.0,3,1.5,1380,11760,1.0,0.0,0.0,4,7,98055,47.4243,-122.20200000000001
6877,266000.0,2,1.0,700,5559,1.0,0.0,0.0,5,6,98155,47.7492,-122.311
6879,400000.0,3,2.5,1450,8064,1.0,0.0,0.0,3,8,98074,47.6256,-122.037
6881,495000.0,3,3.5,2380,6250,2.0,0.0,3.0,3,8,98118,47.5137,-122.25200000000001
6882,424950.0,4,2.5,2760,5564,2.0,0.0,0.0,3,7,98056,47.4814,-122.189
6883,230000.0,3,1.0,940,10875,1.0,0.0,0.0,3,7,98056,47.5121,-122.16799999999999
6884,235000.0,4,1.5,1760,6150,1.5,0.0,0.0,3,7,98031,47.3871,-122.22399999999999
6886,350000.0,3,1.75,2010,6150,2.0,0.0,0.0,5,7,98178,47.4975,-122.23100000000001
6889,225000.0,3,2.5,1020,2040,2.0,0.0,0.0,3,7,98106,47.5294,-122.361
6890,255000.0,2,2.0,1360,5433,1.0,0.0,0.0,3,8,98198,47.3804,-122.32
6891,161700.0,4,1.75,1720,7200,1.0,0.0,0.0,3,7,98023,47.306000000000004,-122.375
6892,336000.0,3,3.0,1790,13350,1.0,0.0,0.0,3,7,98178,47.4958,-122.262
6893,410500.0,3,1.0,1150,6800,1.0,0.0,0.0,3,7,98133,47.727,-122.339
6894,502700.0,4,3.5,2710,14016,2.0,0.0,0.0,4,8,98155,47.7601,-122.286
6895,505000.0,3,2.5,2400,9601,1.0,0.0,0.0,5,7,98034,47.7256,-122.211
6898,349900.0,4,2.5,2290,8796,2.0,0.0,0.0,3,8,98198,47.3762,-122.318
6899,465000.0,3,2.5,2870,25663,2.0,0.0,0.0,3,10,98003,47.2769,-122.333
6901,655000.0,3,1.75,1800,5102,1.0,0.0,0.0,3,7,98199,47.6514,-122.40700000000001
6902,469000.0,4,1.75,2960,11347,1.0,0.0,0.0,4,8,98166,47.4738,-122.353
6903,355000.0,3,2.25,1980,7200,1.0,0.0,0.0,3,8,98177,47.7625,-122.36
6905,790000.0,4,2.5,3020,36893,2.0,0.0,0.0,3,9,98077,47.768,-122.09200000000001
6906,885000.0,4,2.25,4470,86225,2.0,0.0,0.0,3,10,98053,47.6377,-121.985
6908,710000.0,4,1.75,2120,5400,1.0,0.0,0.0,4,8,98199,47.6501,-122.395
6909,428040.0,3,2.5,2150,9266,2.0,0.0,0.0,3,8,98028,47.7445,-122.24799999999999
6910,1370000.0,5,2.25,3510,13843,1.0,0.0,2.0,3,8,98040,47.5817,-122.24600000000001
6911,546000.0,2,1.0,970,3400,1.0,0.0,0.0,3,7,98109,47.6444,-122.35700000000001
6912,540000.0,4,1.0,1360,5766,1.5,0.0,0.0,5,7,98115,47.6827,-122.289
6913,435000.0,3,2.5,1470,3000,1.0,0.0,0.0,3,7,98115,47.6832,-122.286
6914,540000.0,4,2.25,3040,10283,1.0,0.0,0.0,4,8,98074,47.6268,-122.038
6915,284000.0,2,1.0,860,7204,1.0,0.0,0.0,3,7,98106,47.5361,-122.351
6916,208000.0,2,1.0,820,5700,1.0,0.0,0.0,5,5,98056,47.4915,-122.184
6917,315000.0,3,1.75,1900,7076,1.0,0.0,0.0,3,7,98155,47.7569,-122.32600000000001
6918,417500.0,2,1.0,1330,5510,1.0,0.0,0.0,3,6,98117,47.6901,-122.36200000000001
6919,345000.0,3,1.75,1240,38095,1.0,0.0,0.0,3,7,98053,47.6522,-121.97
6920,375000.0,3,2.5,1330,1064,3.0,0.0,0.0,3,8,98117,47.6835,-122.387
6921,389800.0,3,1.75,1880,12821,1.0,0.0,0.0,3,7,98155,47.7681,-122.305
6922,475000.0,3,1.75,1890,7560,1.0,0.0,0.0,3,8,98034,47.7322,-122.185
6923,569000.0,4,2.25,2250,41688,2.0,0.0,0.0,3,8,98053,47.6695,-122.05
6924,985000.0,5,4.25,4650,108464,2.0,0.0,0.0,3,10,98024,47.5669,-121.956
6925,532000.0,3,2.5,1830,8022,2.0,0.0,0.0,3,8,98074,47.6198,-122.044
6926,280000.0,2,1.0,720,5000,1.0,0.0,0.0,5,6,98126,47.5195,-122.374
6927,435000.0,4,2.0,1960,50112,1.0,0.0,0.0,4,7,98058,47.4353,-122.084
6928,223000.0,3,1.0,1220,71191,1.0,0.0,0.0,3,6,98023,47.3261,-122.353
6929,390000.0,2,1.0,1800,119790,1.0,0.0,0.0,4,7,98027,47.4617,-122.012
6930,315000.0,3,1.75,1340,12800,1.0,0.0,0.0,3,7,98058,47.4437,-122.137
6931,612000.0,3,3.0,1740,3700,1.0,0.0,0.0,3,7,98122,47.6102,-122.309
6932,591000.0,3,1.75,1680,2400,1.0,0.0,0.0,5,7,98122,47.6155,-122.3
6933,800000.0,4,2.25,3220,8436,2.0,0.0,0.0,3,8,98008,47.6381,-122.116
6934,225000.0,3,2.0,1610,8400,1.0,0.0,0.0,3,8,98022,47.1958,-122.009
6936,565000.0,4,2.5,2520,13156,1.0,0.0,0.0,3,8,98052,47.6558,-122.135
6937,650000.0,3,1.5,2120,8448,1.0,0.0,0.0,3,7,98199,47.6438,-122.40299999999999
6938,499000.0,3,2.5,2090,8505,2.0,0.0,0.0,3,8,98177,47.7195,-122.37100000000001
6939,280000.0,3,1.0,1330,20562,1.5,0.0,0.0,3,5,98045,47.4807,-121.775
6940,649950.0,3,2.5,2420,7500,1.0,0.0,2.0,4,8,98117,47.6949,-122.389
6941,420000.0,3,1.75,1510,6360,1.0,0.0,0.0,4,7,98133,47.7321,-122.353
6942,319990.0,4,2.5,2120,5293,2.0,0.0,0.0,3,7,98031,47.4217,-122.20100000000001
6943,265000.0,3,2.0,1850,16535,1.0,0.0,0.0,3,7,98014,47.6565,-121.912
6944,482000.0,3,1.75,2300,16474,1.0,0.0,0.0,3,7,98072,47.7609,-122.14399999999999
6945,452000.0,3,2.25,2600,14810,1.0,0.0,2.0,4,8,98166,47.4326,-122.34100000000001
6946,1490000.0,4,4.25,5180,13077,2.0,0.0,3.0,3,12,98006,47.5513,-122.109
6947,375000.0,2,1.0,1810,8527,1.5,0.0,0.0,4,7,98133,47.7275,-122.336
6948,588000.0,5,3.0,2190,4900,2.0,0.0,0.0,5,7,98117,47.6892,-122.38600000000001
6949,635000.0,4,2.5,2500,10215,2.0,0.0,0.0,3,9,98075,47.5912,-121.986
6950,280500.0,4,2.5,1890,6962,2.0,0.0,0.0,3,8,98092,47.3328,-122.18700000000001
6951,210500.0,2,1.75,2040,8600,1.0,0.0,0.0,4,6,98003,47.2755,-122.30799999999999
6952,196500.0,3,2.0,1310,7000,1.0,0.0,0.0,4,7,98023,47.303000000000004,-122.383
6953,1400000.0,5,3.5,4010,8510,2.0,0.0,1.0,5,9,98105,47.6578,-122.286
6954,475000.0,3,1.75,1780,8033,1.0,0.0,0.0,2,7,98034,47.7275,-122.219
6955,550000.0,3,2.5,1980,9061,2.0,0.0,0.0,4,8,98074,47.6366,-122.029
6956,1580000.0,3,3.25,3690,7200,2.0,0.0,0.0,3,11,98033,47.6815,-122.2
6957,240000.0,3,1.75,1540,6687,1.0,0.0,0.0,3,7,98022,47.1938,-121.98100000000001
6958,272000.0,3,1.0,1130,8100,1.5,0.0,0.0,3,6,98168,47.4935,-122.306
6959,408506.0,3,2.75,2480,209199,1.5,0.0,0.0,3,8,98010,47.3085,-121.88799999999999
6961,316000.0,4,2.5,2010,7226,2.0,0.0,0.0,3,8,98092,47.2588,-122.21
6962,299000.0,4,2.0,2320,12000,1.0,0.0,0.0,3,7,98108,47.5246,-122.325
6964,736500.0,4,2.5,3180,21904,2.0,0.0,3.0,3,9,98059,47.515,-122.117
6965,665000.0,4,2.0,2970,52567,2.0,0.0,0.0,3,8,98072,47.7333,-122.12799999999999
6966,707000.0,5,2.5,3050,13212,1.0,0.0,0.0,4,8,98006,47.5596,-122.14200000000001
6967,215000.0,4,1.75,1630,8000,1.0,0.0,0.0,3,7,98031,47.3948,-122.20100000000001
6968,275000.0,3,2.25,1620,6415,2.0,0.0,0.0,4,7,98038,47.3577,-122.038
6969,648000.0,4,2.25,2170,8240,2.0,0.0,1.0,4,8,98006,47.5634,-122.12799999999999
6971,690000.0,3,2.0,1770,1800,3.0,0.0,0.0,3,8,98122,47.6102,-122.314
6972,320000.0,4,2.75,2110,13260,1.0,0.0,0.0,4,7,98058,47.4513,-122.16
6973,750000.0,3,1.75,1590,8285,1.0,0.0,0.0,4,8,98004,47.5855,-122.194
6974,355000.0,3,2.25,1370,1524,3.0,0.0,0.0,3,8,98103,47.6982,-122.34700000000001
6977,744000.0,3,2.5,2670,12187,2.0,0.0,0.0,3,8,98052,47.6677,-122.15
6979,217000.0,3,2.0,1690,6750,1.0,0.0,0.0,3,7,98023,47.3021,-122.375
6980,583000.0,3,2.5,2600,5100,2.0,0.0,1.0,3,8,98056,47.5175,-122.205
6981,515000.0,2,1.5,1400,5000,1.0,0.0,0.0,4,7,98107,47.6681,-122.36200000000001
6982,594000.0,4,1.75,2140,8000,1.0,0.0,0.0,4,8,98007,47.622,-122.139
6983,303100.0,3,1.5,1640,5650,1.0,0.0,0.0,3,8,98178,47.50899999999999,-122.251
6984,430000.0,3,1.75,1720,15225,1.0,0.0,0.0,4,7,98075,47.57899999999999,-122.051
6985,708000.0,5,3.25,3060,11778,2.0,0.0,0.0,3,8,98034,47.7212,-122.22200000000001
6986,221000.0,3,1.0,1150,7260,1.0,0.0,0.0,3,7,98133,47.7344,-122.333
6987,325000.0,3,2.5,2000,7205,2.0,0.0,0.0,3,8,98003,47.3499,-122.302
6988,385000.0,3,1.75,1560,5950,1.0,0.0,0.0,4,6,98125,47.718999999999994,-122.307
6989,359500.0,3,2.5,2070,4689,2.0,0.0,0.0,3,8,98038,47.3545,-122.056
6991,525000.0,2,1.0,1000,4950,1.0,0.0,0.0,3,7,98116,47.5671,-122.39399999999999
6992,356200.0,3,2.0,1690,10062,1.0,0.0,2.0,5,7,98178,47.5102,-122.241
6993,595000.0,4,2.0,3090,87120,1.0,0.0,0.0,4,7,98072,47.7275,-122.12200000000001
6994,560000.0,4,1.5,1790,3420,1.0,0.0,0.0,4,7,98103,47.6489,-122.337
6995,2180000.0,4,3.0,4750,21701,1.5,0.0,0.0,5,11,98004,47.6454,-122.21799999999999
6996,513000.0,4,2.0,2090,4000,1.0,0.0,0.0,3,7,98107,47.6751,-122.37899999999999
6997,365000.0,2,1.0,680,2550,1.0,0.0,0.0,4,5,98117,47.6767,-122.38799999999999
6998,368000.0,4,1.75,2100,11942,1.0,0.0,0.0,3,7,98106,47.55,-122.35600000000001
6999,870000.0,4,2.75,2840,4000,1.5,0.0,0.0,5,8,98144,47.5846,-122.291
7000,225000.0,3,2.25,1470,6808,1.0,0.0,0.0,3,7,98023,47.2884,-122.365
7001,1390000.0,4,4.5,4490,24767,2.0,0.0,2.0,3,11,98006,47.5544,-122.147
7002,177000.0,3,1.75,1150,8079,1.0,0.0,0.0,4,7,98030,47.3766,-122.18
7003,465000.0,3,1.5,1460,9879,1.0,0.0,0.0,3,7,98008,47.6346,-122.12700000000001
7004,750000.0,4,2.75,3150,6343,1.0,0.0,3.0,3,8,98126,47.5424,-122.381
7005,149000.0,3,1.0,1090,2800,1.0,0.0,0.0,3,6,98092,47.3162,-122.18299999999999
7006,605000.0,3,2.5,2670,47480,2.0,0.0,3.0,3,9,98072,47.7443,-122.11399999999999
7007,725000.0,3,2.0,2110,5800,1.5,0.0,0.0,4,7,98103,47.6645,-122.34200000000001
7008,413900.0,4,2.25,1770,5236,2.0,0.0,0.0,3,7,98056,47.5137,-122.189
7009,199950.0,3,1.5,1510,6600,1.0,0.0,0.0,3,6,98168,47.4821,-122.331
7010,400000.0,1,1.0,530,13679,1.0,0.0,0.0,4,6,98053,47.6422,-121.954
7012,292000.0,5,2.5,2490,7666,1.0,0.0,0.0,4,7,98031,47.4022,-122.171
7013,225000.0,3,1.0,990,8012,1.0,0.0,0.0,4,7,98058,47.4557,-122.181
7014,466750.0,4,2.0,1730,9139,2.0,0.0,0.0,3,8,98125,47.7181,-122.316
7015,330000.0,2,1.5,1440,11954,1.0,0.0,0.0,4,8,98002,47.2909,-122.219
7016,770000.0,7,2.25,3260,8145,2.0,0.0,0.0,5,8,98008,47.6336,-122.115
7017,802500.0,4,2.25,1950,7000,1.0,0.0,1.0,3,8,98118,47.5426,-122.262
7018,378800.0,5,2.5,2740,5400,2.0,0.0,0.0,3,8,98031,47.4036,-122.205
7019,795000.0,3,2.75,2940,12487,2.0,0.0,0.0,3,10,98075,47.5879,-121.973
7020,460000.0,3,2.0,1200,7320,1.0,0.0,0.0,3,7,98115,47.6986,-122.286
7021,567000.0,3,2.5,2070,10908,2.0,0.0,0.0,3,8,98029,47.5665,-122.023
7022,209950.0,3,1.75,1570,15570,1.0,0.0,0.0,3,7,98023,47.3207,-122.36200000000001
7023,415000.0,2,1.0,1050,60113,1.0,0.0,0.0,4,7,98001,47.3226,-122.287
7024,424500.0,4,1.5,1830,6985,1.0,0.0,0.0,3,7,98028,47.7494,-122.236
7025,261000.0,2,1.0,970,12500,1.0,0.0,0.0,3,6,98168,47.5102,-122.33
7026,365000.0,3,2.5,2200,9696,2.0,0.0,0.0,3,8,98031,47.4197,-122.205
7027,631000.0,4,2.0,1930,3240,1.5,0.0,0.0,4,7,98122,47.6156,-122.29899999999999
7028,3800000.0,5,5.5,7050,42840,1.0,0.0,2.0,4,13,98004,47.6229,-122.22
7029,584000.0,3,2.5,1790,3962,2.0,0.0,0.0,3,8,98117,47.6894,-122.391
7031,717000.0,4,2.5,2780,7985,2.0,0.0,0.0,4,10,98029,47.5608,-122.016
7032,667000.0,3,1.5,1720,8100,2.0,0.0,0.0,3,8,98107,47.6746,-122.4
7033,190000.0,3,1.0,1640,8100,1.0,0.0,0.0,3,6,98146,47.482,-122.34
7034,430000.0,3,2.0,1730,9000,1.0,0.0,0.0,3,8,98027,47.5202,-122.04700000000001
7036,475000.0,3,2.5,2280,3710,1.0,0.0,0.0,3,8,98072,47.735,-122.15899999999999
7037,649000.0,2,2.75,2090,23962,2.0,0.0,3.0,4,8,98070,47.4145,-122.44
7038,715000.0,3,2.5,2550,13458,2.0,0.0,0.0,3,9,98006,47.5586,-122.12100000000001
7039,845000.0,4,3.5,3350,19487,1.0,0.0,0.0,3,11,98075,47.5796,-121.99799999999999
7040,390000.0,3,2.5,2770,8820,1.0,0.0,0.0,3,7,98038,47.3685,-122.04799999999999
7042,328000.0,4,1.75,1990,7194,1.0,0.0,0.0,4,8,98058,47.4417,-122.135
7043,239999.0,3,2.75,1740,8436,1.0,0.0,0.0,3,7,98003,47.3456,-122.305
7045,920000.0,3,1.75,3670,11884,1.0,0.0,2.0,4,9,98006,47.5604,-122.133
7046,940000.0,4,2.75,3270,9231,2.0,0.0,0.0,3,10,98052,47.6539,-122.12100000000001
7047,465000.0,3,1.0,1210,4872,1.0,0.0,0.0,4,6,98118,47.5551,-122.273
7049,307550.0,4,2.5,1980,5909,2.0,0.0,0.0,3,8,98031,47.3913,-122.185
7050,490000.0,4,2.5,2650,9627,1.0,0.0,3.0,4,8,98028,47.7684,-122.25399999999999
7051,647000.0,4,2.5,3040,6887,2.0,0.0,0.0,3,8,98074,47.6073,-122.015
7052,780000.0,4,2.75,3640,231739,1.5,0.0,0.0,3,10,98027,47.5078,-122.01799999999999
7053,517500.0,3,2.5,1810,4332,2.0,0.0,0.0,3,8,98029,47.5776,-121.99600000000001
7054,295000.0,3,2.0,1380,8682,1.0,0.0,0.0,4,7,98148,47.4238,-122.322
7055,560000.0,4,1.5,1810,3400,2.0,0.0,0.0,3,8,98112,47.6264,-122.302
7056,319450.0,5,2.0,2250,5472,1.5,0.0,0.0,5,7,98002,47.3065,-122.219
7057,1500000.0,4,3.25,3860,7199,2.0,0.0,1.0,3,9,98115,47.6855,-122.26899999999999
7058,340000.0,4,3.0,2380,20277,1.0,0.0,0.0,3,8,98023,47.3046,-122.39200000000001
7059,249950.0,3,1.0,1370,11658,1.0,0.0,0.0,4,6,98058,47.4576,-122.182
7060,499950.0,3,1.0,1830,3000,1.5,0.0,0.0,3,7,98103,47.6619,-122.351
7061,1040000.0,4,1.75,1440,13296,1.0,0.0,0.0,4,8,98004,47.63399999999999,-122.204
7062,750000.0,4,2.5,2510,17200,1.0,0.0,2.0,4,9,98052,47.6287,-122.089
7063,875000.0,4,2.5,3230,256132,2.0,0.0,0.0,3,9,98053,47.6544,-121.99799999999999
7064,678000.0,3,1.75,1670,7210,1.0,0.0,0.0,5,8,98008,47.6344,-122.116
7065,360000.0,2,1.0,780,4200,1.0,0.0,0.0,3,6,98118,47.5381,-122.26700000000001
7066,354900.0,3,1.0,1720,16552,1.0,0.0,0.0,4,7,98059,47.4772,-122.15299999999999
7067,632000.0,5,2.5,2260,10087,1.0,0.0,0.0,3,8,98008,47.5982,-122.12799999999999
7068,350000.0,3,1.75,1480,9375,1.0,0.0,0.0,4,7,98146,47.5076,-122.366
7069,990000.0,3,4.0,2550,3900,2.0,0.0,2.0,3,8,98199,47.6415,-122.39200000000001
7071,481000.0,4,2.5,2286,8269,2.0,0.0,0.0,3,8,98056,47.5174,-122.194
7072,485000.0,3,2.5,1500,5412,1.0,0.0,0.0,5,7,98136,47.5499,-122.39399999999999
7073,477000.0,3,2.5,1740,4960,2.0,0.0,0.0,3,8,98029,47.5772,-121.99799999999999
7074,560000.0,5,2.5,2880,9000,1.0,0.0,0.0,5,8,98006,47.5456,-122.179
7075,600000.0,6,3.0,2600,9350,1.0,0.0,0.0,4,8,98008,47.6198,-122.105
7076,622500.0,5,2.75,3320,23760,2.0,0.0,0.0,4,8,98072,47.7498,-122.146
7077,410000.0,2,2.25,1660,2128,2.0,0.0,0.0,4,8,98028,47.7528,-122.25200000000001
7078,318200.0,3,2.5,1990,3644,2.0,0.0,0.0,3,7,98038,47.3531,-122.01700000000001
7079,289000.0,3,2.0,1680,8424,1.0,0.0,0.0,3,7,98022,47.1969,-122.01100000000001
7080,263000.0,3,1.75,1570,7775,2.0,0.0,0.0,3,7,98031,47.3876,-122.21600000000001
7081,240000.0,3,1.0,1150,4825,1.0,0.0,0.0,4,6,98027,47.5321,-122.029
